fid,資料区分,都道府県コード,警察署等コード,本票番号,事故内容,死者数,負傷者数,路線コード,上下線,地点コード,市区町村コード,発生日時　　年,発生日時　　月,発生日時　　日,発生日時　　時,発生日時　　分,昼夜,天候,地形,路面状態,道路形状,環状交差点の直径,信号機,一時停止規制　標識（当事者A）,一時停止規制　表示（当事者A）,一時停止規制　標識（当事者B）,一時停止規制　表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,中央分離帯施設等,歩車道区分,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,車両形状（当事者A）,車両形状（当事者B）,速度規制（指定のみ）（当事者A）,速度規制（指定のみ）（当事者B）,車両の衝突部位（当事者A）,車両の衝突部位（当事者B）,車両の損壊程度（当事者A）,車両の損壊程度（当事者B）,エアバッグの装備（当事者A）,エアバッグの装備（当事者B）,サイドエアバッグの装備（当事者A）,サイドエアバッグの装備（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,地点　緯度（北緯）,地点　経度（東経）,曜日(発生年月日),祝日(発生年月日),日の出時刻　　時,日の出時刻　　分,日の入り時刻　　時,日の入り時刻　　分,車両形状等（当事者A）,車両形状等（当事者B）,オートマチック車（当事者A）,オートマチック車（当事者B）,サポカー（当事者A）,サポカー（当事者B）,認知機能検査経過日数（当事者A）,認知機能検査経過日数（当事者B）,運転練習の方法（当事者A）,運転練習の方法（当事者B）,year
317316,1,30,880,320,2,0,1,30000,0,0,205,2019,11,27,17,30,22,1,2,1,14,0,7,0,23,0,23,3,9,1,70,5,3,1,55,45,3,61,31,0,1,0,10,0,10,0,4,0,2,0,2,0,4,2,354705427,1391807155,4,3,,,,,,,,,,,,,,,2019
317320,1,30,880,324,2,0,1,30000,0,0,205,2019,10,10,10,30,12,1,1,1,7,0,7,0,23,0,23,3,9,1,70,4,2,1,45,25,36,61,31,0,0,0,10,0,10,0,3,0,0,0,0,0,4,2,354720272,1391630814,5,3,,,,,,,,,,,,,,,2019
317330,1,30,881,143,2,0,1,99000,0,0,228,2019,11,19,17,5,21,1,2,1,0,0,7,0,23,0,23,0,0,20,70,0,4,1,55,75,3,61,31,0,1,0,10,0,50,0,4,0,2,0,2,0,4,2,354358429,1391520044,3,3,,,,,,,,,,,,,,,2019
317335,1,30,882,472,2,0,1,30000,0,0,218,2019,11,2,18,40,22,1,3,1,1,0,1,8,22,0,23,11,9,30,70,4,3,1,55,75,4,61,31,0,1,0,10,0,80,0,4,0,2,0,2,0,4,2,354422510,1391941066,7,2,,,,,,,,,,,,,,,2019
317337,1,30,882,474,2,0,1,20000,0,0,227,2019,11,4,10,25,12,1,1,1,1,0,7,9,22,0,23,14,9,30,70,5,2,1,45,75,4,61,31,0,1,0,2,0,40,0,4,0,2,0,2,0,4,2,354525970,1391857920,2,1,,,,,,,,,,,,,,,2019
317346,1,30,882,483,2,0,1,20000,0,0,218,2019,11,10,10,9,12,1,1,1,1,0,1,9,22,0,23,15,9,30,70,4,2,1,65,35,4,61,31,0,1,0,3,0,80,0,3,0,2,0,2,0,4,2,354515028,1391934855,1,3,,,,,,,,,,,,,,,2019
317348,1,30,882,485,2,0,1,10240,0,0,303,2019,11,15,15,29,12,1,1,1,1,0,1,9,22,0,23,15,9,30,70,4,1,1,65,1,3,61,31,0,1,0,4,0,10,0,3,0,2,0,2,0,4,2,354646709,1391944496,6,3,,,,,,,,,,,,,,,2019
317350,1,30,882,487,2,0,1,30000,0,0,218,2019,6,20,5,45,12,1,1,1,1,0,1,9,22,0,23,15,9,30,70,4,2,1,55,35,13,61,31,0,11,0,2,0,10,0,4,0,2,0,2,0,4,2,354403268,1391925384,5,3,,,,,,,,,,,,,,,2019
317353,1,30,882,490,2,0,1,30000,0,0,227,2019,11,6,9,5,12,1,1,1,1,0,7,9,22,0,23,14,9,30,70,5,3,1,65,1,3,61,31,0,1,0,2,0,10,0,3,0,2,0,2,0,4,2,354526658,1391900818,4,3,,,,,,,,,,,,,,,2019
317360,1,30,882,497,2,0,1,30000,0,0,218,2019,11,12,7,0,11,1,1,1,14,0,7,0,23,0,23,1,9,1,70,5,4,1,55,35,3,61,31,0,1,0,5,0,10,0,4,0,2,0,2,0,4,2,354345474,1392009664,3,3,,,,,,,,,,,,,,,2019
317362,1,30,882,499,2,0,1,10550,0,0,218,2019,11,22,17,2,21,1,1,1,1,0,7,9,22,0,23,14,9,30,70,4,2,1,1,75,4,61,31,0,1,0,4,0,10,0,3,0,2,0,2,0,4,2,354341950,1392005059,6,2,,,,,,,,,,,,,,,2019
317373,1,30,882,510,2,0,1,10740,0,0,228,2019,11,27,5,0,22,2,1,2,1,0,1,9,22,0,23,18,9,30,70,4,1,1,55,45,17,61,31,0,11,0,3,0,50,0,4,0,2,0,2,0,4,2,354321898,1391752289,4,3,,,,,,,,,,,,,,,2019
317374,1,30,882,511,2,0,1,30000,0,0,303,2019,9,5,10,10,12,1,2,1,14,0,7,0,23,0,23,2,9,1,70,5,3,1,75,1,4,61,31,0,1,0,2,0,10,0,3,0,2,0,2,0,4,2,354700718,1392052579,5,3,,,,,,,,,,,,,,,2019
317375,1,30,882,512,2,0,1,95000,0,0,218,2019,11,20,11,0,12,1,1,1,1,0,1,9,22,0,23,15,9,30,70,4,2,1,55,65,3,61,31,0,1,0,3,0,10,0,4,0,2,0,2,0,4,2,354426629,1391949728,4,3,,,,,,,,,,,,,,,2019
317378,1,30,882,515,2,0,1,30000,0,0,228,2019,11,27,17,55,22,2,2,1,1,0,1,9,22,0,23,18,9,30,70,1,2,1,35,65,3,61,31,0,1,0,3,0,40,0,3,0,2,0,2,0,4,2,354352909,1391712152,4,3,,,,,,,,,,,,,,,2019
317387,1,30,883,629,2,0,1,30000,0,0,201,2019,10,13,6,45,12,1,1,1,14,0,7,0,23,0,23,2,9,1,70,5,3,1,75,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,354011352,1391841464,1,2,,,,,,,,,,,,,,,2019
317395,1,30,883,637,2,0,1,30000,0,0,201,2019,11,9,13,36,12,1,1,1,7,0,3,0,23,0,23,1,9,1,70,4,2,1,1,1,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,354040294,1391852103,7,3,,,,,,,,,,,,,,,2019
317405,1,30,883,647,2,0,6,160,1,430,201,2019,11,11,10,15,12,2,1,1,14,0,1,0,23,0,23,4,9,1,70,1,2,1,55,55,14,61,1,0,11,0,4,0,20,0,1,0,1,0,2,0,4,2,354058726,1392059888,2,3,,,,,,,,,,,,,,,2019
317411,1,30,883,653,2,0,1,20740,0,0,201,2019,11,13,22,50,22,2,1,1,13,0,7,0,23,0,23,3,4,20,70,4,2,1,1,1,36,61,31,0,0,0,2,0,10,0,1,0,0,0,0,0,4,2,354133930,1391816635,4,3,,,,,,,,,,,,,,,2019
317414,1,30,883,656,2,0,1,30000,0,0,201,2019,11,15,8,50,12,1,2,1,1,0,1,9,22,0,23,15,9,30,70,5,2,1,45,35,2,61,31,0,1,0,3,0,10,0,3,0,2,0,2,0,4,2,354037895,1392221658,6,3,,,,,,,,,,,,,,,2019
317424,1,30,883,666,2,0,1,30000,0,0,201,2019,11,18,15,5,12,1,1,1,14,0,7,0,23,0,23,1,9,20,70,4,2,1,55,35,51,61,0,0,0,0,0,0,40,0,3,0,0,0,0,0,4,2,353913517,1392020766,2,3,,,,,,,,,,,,,,,2019
317426,1,30,883,668,2,0,1,30000,0,0,201,2019,10,18,17,10,21,3,1,2,1,0,7,1,22,0,23,15,9,30,70,5,1,1,25,55,3,61,31,0,1,0,10,0,80,0,4,0,2,0,2,0,4,2,354006504,1392130237,6,3,,,,,,,,,,,,,,,2019
317436,1,30,883,678,2,0,1,30000,0,0,201,2019,11,23,19,50,22,3,1,2,14,0,1,0,23,0,23,5,9,1,70,4,1,1,45,25,13,61,31,0,11,0,3,0,40,0,3,0,2,0,2,0,4,2,353945358,1392112420,7,1,,,,,,,,,,,,,,,2019
317442,1,30,883,684,2,0,1,10460,0,0,201,2019,11,26,17,55,22,1,1,1,1,0,1,9,22,0,23,15,9,30,70,4,2,1,65,75,3,61,31,0,1,0,3,0,10,0,3,0,2,0,2,0,4,2,354101671,1391811509,3,3,,,,,,,,,,,,,,,2019
317454,1,30,883,696,2,0,1,30000,0,0,201,2019,11,7,17,10,21,1,1,1,14,0,7,0,23,0,23,4,9,1,70,4,2,1,1,75,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,353959686,1392128507,5,3,,,,,,,,,,,,,,,2019
317457,1,30,884,617,1,1,0,30000,0,0,209,2019,11,14,17,25,21,1,1,1,1,0,7,9,21,0,23,15,9,30,70,4,2,1,65,75,14,61,31,0,11,0,3,0,80,0,3,0,2,0,2,0,4,1,353239414,1392825223,5,3,,,,,,,,,,,,,,,2019
317460,1,30,884,620,2,0,1,20000,0,0,209,2019,11,2,17,30,21,1,1,1,14,0,7,0,23,0,23,2,9,1,70,4,2,1,25,1,3,61,31,0,1,0,3,0,41,0,4,0,2,0,2,0,4,2,353038560,1392823579,7,2,,,,,,,,,,,,,,,2019
317462,1,30,884,622,2,0,1,30000,0,0,209,2019,11,7,15,48,13,1,2,1,1,0,7,9,22,0,23,15,9,30,70,4,2,1,75,35,3,61,31,0,1,0,2,0,10,0,3,0,2,0,2,0,4,2,353429541,1392613950,5,3,,,,,,,,,,,,,,,2019
317464,1,30,884,624,2,0,1,30000,0,0,209,2019,11,8,5,55,23,1,1,1,14,0,7,0,23,0,23,3,9,1,70,4,3,1,75,75,3,61,31,0,1,0,2,0,40,0,3,0,2,0,2,0,4,2,353518440,1392345734,6,3,,,,,,,,,,,,,,,2019
317467,1,30,884,627,2,0,1,30000,0,0,209,2019,11,8,21,0,22,1,1,1,1,0,7,9,22,0,23,11,9,30,70,5,3,1,45,35,36,61,31,0,0,0,2,0,10,0,3,0,0,0,0,0,4,2,353344260,1392505457,6,3,,,,,,,,,,,,,,,2019
317470,1,30,884,630,2,0,1,30000,0,0,209,2019,11,1,9,2,12,1,1,1,14,0,7,0,23,0,23,2,9,20,70,5,3,1,75,65,4,61,31,0,1,0,2,0,40,0,3,0,2,0,2,0,4,2,353247882,1392636828,6,3,,,,,,,,,,,,,,,2019
317492,1,30,884,652,2,0,1,30000,0,0,209,2019,11,18,18,30,22,2,1,1,14,0,7,0,23,0,23,2,9,1,70,4,2,1,25,55,3,61,31,0,1,0,3,0,51,0,3,0,2,0,2,0,4,2,353207273,1392729768,2,3,,,,,,,,,,,,,,,2019
317493,1,30,884,653,2,0,1,30000,0,0,209,2019,11,19,18,38,22,1,2,1,1,0,7,9,22,0,23,15,9,30,70,4,2,1,45,35,13,61,31,0,11,0,5,0,10,0,3,0,2,0,2,0,4,2,353146329,1392822187,3,3,,,,,,,,,,,,,,,2019
317497,1,30,884,657,2,0,1,30000,0,0,209,2019,11,21,17,20,21,1,1,1,13,0,7,0,23,0,23,2,3,20,70,5,3,1,75,65,4,61,31,0,1,0,2,0,10,0,3,0,2,0,2,0,4,2,353435485,1392937343,5,3,,,,,,,,,,,,,,,2019
317498,1,30,884,658,2,0,1,30000,0,0,209,2019,11,21,18,55,22,1,1,1,14,0,7,0,23,0,23,3,7,1,70,4,2,1,1,65,51,61,0,0,0,0,0,0,10,0,4,0,0,0,0,0,4,2,353432396,1392600940,5,3,,,,,,,,,,,,,,,2019
317499,1,30,884,659,2,0,1,30570,0,0,209,2019,11,14,19,5,22,1,1,1,7,0,1,0,23,0,23,3,9,1,70,4,2,1,55,45,14,61,31,0,11,0,3,0,10,0,3,0,2,0,2,0,4,2,353414299,1392619087,5,3,,,,,,,,,,,,,,,2019
317508,1,30,884,668,2,0,1,30000,0,0,209,2019,11,29,17,50,22,1,1,1,14,0,7,0,23,0,23,2,8,1,70,5,2,1,75,45,51,61,0,0,0,0,0,0,10,0,4,0,0,0,0,0,4,2,353219300,1392711627,6,3,,,,,,,,,,,,,,,2019
317512,1,30,884,672,2,0,1,30000,0,0,209,2019,11,2,17,10,21,1,1,2,1,0,1,9,22,0,23,15,9,30,70,4,2,1,25,55,4,61,31,0,1,0,3,0,20,0,4,0,2,0,2,0,4,2,353151109,1392847325,7,2,,,,,,,,,,,,,,,2019
317515,1,30,885,367,2,0,1,30000,0,0,212,2019,9,27,11,58,12,1,3,1,1,0,7,1,21,0,23,11,9,30,70,4,2,1,25,35,13,61,31,0,11,0,3,0,50,0,4,0,2,0,2,0,4,2,353919309,1392219059,6,3,,,,,,,,,,,,,,,2019
317521,1,30,885,373,2,0,1,21200,0,0,212,2019,11,2,10,49,12,1,2,1,1,0,1,9,22,0,23,15,9,30,70,4,2,1,55,75,1,61,1,0,1,0,3,0,50,0,3,0,2,0,2,0,4,2,353848872,1392303559,7,2,,,,,,,,,,,,,,,2019
317522,1,30,885,374,2,0,1,30000,0,0,212,2019,11,4,23,14,22,2,3,1,7,0,1,0,23,0,23,3,8,1,70,5,1,1,55,35,14,61,31,0,11,0,3,0,10,0,3,0,2,0,2,0,4,2,353906753,1392459297,2,1,,,,,,,,,,,,,,,2019
317526,1,30,885,378,2,0,1,10510,0,0,212,2019,11,7,7,25,12,1,3,1,1,0,1,9,22,0,23,18,9,30,70,4,1,1,35,65,13,61,31,0,11,0,3,0,10,0,3,0,2,0,2,0,4,2,353947792,1392423890,5,3,,,,,,,,,,,,,,,2019
317535,1,30,885,387,2,0,1,95000,0,0,212,2019,11,9,12,10,12,1,3,1,1,0,1,9,22,0,23,14,9,30,70,4,1,1,1,65,51,61,0,0,0,0,0,0,40,0,4,0,0,0,0,0,4,2,354046330,1392339188,7,3,,,,,,,,,,,,,,,2019
317536,1,30,885,388,2,0,1,30000,0,0,212,2019,11,13,9,52,12,2,2,2,14,0,7,0,23,0,23,2,8,1,70,5,4,1,75,1,3,61,31,0,1,0,10,0,80,0,3,0,2,0,2,0,4,2,353935032,1392420215,4,3,,,,,,,,,,,,,,,2019
317540,1,30,885,392,2,0,1,21200,0,0,212,2019,11,19,13,40,12,1,3,1,1,0,1,9,22,0,23,15,9,30,70,5,2,1,45,55,3,61,31,0,1,0,3,0,10,0,3,0,2,0,2,0,4,2,353932020,1392220444,3,3,,,,,,,,,,,,,,,2019
317543,1,30,885,395,2,0,1,20780,0,0,212,2019,11,1,18,25,22,1,3,1,1,0,7,9,22,0,23,11,9,30,70,5,2,1,1,1,52,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,353847547,1392411077,6,3,,,,,,,,,,,,,,,2019
317546,1,30,885,398,2,0,1,10510,0,0,212,2019,11,25,18,50,22,3,3,2,14,0,7,0,23,0,23,3,9,20,70,5,2,1,25,45,34,61,31,0,0,0,3,0,10,0,3,0,0,0,0,0,4,2,354020145,1392410498,2,3,,,,,,,,,,,,,,,2019
317553,1,30,886,427,2,0,1,30810,0,0,207,2019,11,1,15,24,12,1,1,1,14,0,7,0,23,0,23,4,9,1,70,4,2,1,65,75,3,61,31,0,1,0,3,0,10,0,3,0,2,0,2,0,4,2,354300874,1392051366,6,3,,,,,,,,,,,,,,,2019
317562,1,30,886,436,2,0,1,30000,0,0,207,2019,11,6,17,20,21,1,2,1,14,0,7,0,23,0,23,3,9,1,70,4,2,1,55,1,4,61,31,0,1,0,3,0,80,0,3,0,2,0,2,0,4,2,354237451,1392153629,4,3,,,,,,,,,,,,,,,2019
317563,1,30,886,437,2,0,1,95000,0,0,207,2019,11,6,17,30,21,1,1,1,1,0,1,9,22,0,23,15,9,30,70,4,2,1,65,65,13,61,31,0,11,0,2,0,10,0,3,0,2,0,2,0,4,2,354208932,1392247048,4,3,,,,,,,,,,,,,,,2019
317565,1,30,886,439,2,0,1,30000,0,0,207,2019,11,7,17,40,21,1,3,1,7,0,7,0,23,0,23,3,9,1,70,5,2,1,55,1,3,61,1,0,1,0,10,0,10,0,3,0,2,0,2,0,4,2,354246769,1392121904,5,3,,,,,,,,,,,,,,,2019
317570,1,30,886,444,2,0,1,10530,0,0,207,2019,11,14,16,15,13,1,1,1,14,0,7,0,23,0,23,1,9,1,70,4,2,1,25,1,3,61,31,0,1,0,3,0,10,0,3,0,2,0,2,0,4,2,354156606,1392141958,5,3,,,,,,,,,,,,,,,2019
317590,1,30,887,753,1,1,0,30000,0,0,202,2019,11,2,18,49,22,1,1,1,14,0,7,0,23,0,23,3,9,1,70,5,2,1,45,25,13,61,31,0,11,0,2,0,84,0,3,0,2,0,2,0,4,1,354149623,1392453310,7,2,,,,,,,,,,,,,,,2019
317605,1,30,887,768,2,0,1,30000,0,0,202,2019,11,8,8,10,12,1,2,1,14,0,7,0,23,0,23,1,9,20,70,5,3,1,35,45,4,61,31,0,1,0,1,0,40,0,3,0,2,0,2,0,4,2,354149062,1392518242,6,3,,,,,,,,,,,,,,,2019
317609,1,30,887,772,2,0,1,30000,0,0,202,2019,11,2,16,15,13,1,1,1,14,0,7,0,23,0,23,2,9,1,70,5,4,1,45,75,51,61,0,0,0,0,0,0,10,0,4,0,0,0,0,0,4,2,354144588,1392410295,7,2,,,,,,,,,,,,,,,2019
317615,1,30,887,778,2,0,1,30000,0,0,215,2019,11,11,17,33,21,2,1,2,1,0,7,9,22,0,23,14,9,30,70,4,2,1,45,75,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,354152918,1392643920,2,3,,,,,,,,,,,,,,,2019
317627,1,30,887,790,2,0,1,30000,0,0,215,2019,11,14,5,15,23,2,2,2,1,0,1,9,22,0,23,18,7,20,70,1,2,1,45,65,12,61,1,0,11,0,3,0,10,0,3,0,2,0,2,0,4,2,354022803,1392653424,5,3,,,,,,,,,,,,,,,2019
317628,1,30,887,791,2,0,1,30000,0,0,202,2019,11,11,19,25,22,2,1,1,7,0,7,0,23,0,23,1,9,1,70,4,2,1,35,55,4,61,31,0,1,0,3,0,10,0,3,0,2,0,2,0,4,2,354158884,1392417056,2,3,,,,,,,,,,,,,,,2019
317635,1,30,887,798,2,0,1,30000,0,0,202,2019,11,15,8,40,12,1,2,1,1,0,1,9,22,0,23,15,9,30,70,4,2,1,45,75,3,61,31,0,1,0,3,0,10,0,3,0,2,0,2,0,4,2,354337615,1392226532,6,3,,,,,,,,,,,,,,,2019
317645,1,30,887,808,2,0,1,30000,0,0,202,2019,11,18,8,50,12,1,2,1,14,0,7,0,23,0,23,2,9,1,70,5,4,1,65,1,3,61,31,0,1,0,2,0,20,0,3,0,2,0,2,0,4,2,354140897,1392547681,2,3,,,,,,,,,,,,,,,2019
317660,1,30,887,823,2,0,1,30000,0,0,215,2019,11,16,14,15,12,1,3,1,1,0,1,9,22,0,23,15,9,30,70,4,2,1,65,25,3,61,31,0,1,0,3,0,10,0,3,0,2,0,2,0,4,2,354201731,1392623561,7,3,,,,,,,,,,,,,,,2019
317676,1,30,887,839,2,0,1,95000,0,0,202,2019,11,26,5,55,23,3,2,2,1,0,1,9,22,0,23,14,8,30,70,5,2,1,65,55,3,61,31,0,1,0,4,0,50,0,3,0,2,0,2,0,4,2,354330576,1392225262,3,3,,,,,,,,,,,,,,,2019
317678,1,30,887,841,2,0,1,30000,0,0,202,2019,11,22,15,45,13,3,2,2,1,0,7,9,22,0,23,14,9,30,70,5,3,1,35,1,3,61,31,0,1,0,2,0,20,0,3,0,2,0,2,0,4,2,354127157,1392456928,6,2,,,,,,,,,,,,,,,2019
317684,1,30,887,847,2,0,1,10530,0,0,202,2019,11,29,17,5,21,1,1,1,1,0,1,9,22,0,23,15,9,30,70,4,1,1,25,55,12,61,1,0,11,0,4,0,10,0,2,0,2,0,2,0,4,2,354132481,1392333481,6,3,,,,,,,,,,,,,,,2019
317688,1,30,887,851,2,0,1,30000,0,0,202,2019,11,30,14,48,12,1,2,1,1,0,2,1,22,0,23,11,9,30,70,4,2,1,45,75,3,61,31,0,1,0,2,0,10,0,3,0,2,0,2,0,4,2,354345441,1392341090,7,3,,,,,,,,,,,,,,,2019
317699,1,30,888,271,2,0,1,30000,0,0,206,2019,11,4,0,40,22,3,1,2,7,0,1,0,23,0,23,3,9,1,70,4,2,1,45,35,4,61,31,0,1,0,3,0,10,0,3,0,2,0,2,0,4,2,354031960,1392844938,2,1,,,,,,,,,,,,,,,2019
317700,1,30,888,272,2,0,1,30000,0,0,206,2019,11,5,17,45,22,1,1,1,14,0,1,0,23,0,23,2,9,1,70,4,2,1,45,75,3,61,31,0,1,0,4,0,10,0,3,0,2,0,2,0,4,2,353952858,1392945509,3,3,,,,,,,,,,,,,,,2019
317705,1,30,888,277,2,0,1,99000,0,0,206,2019,10,4,10,2,12,1,1,1,0,0,7,0,23,0,23,0,0,20,70,0,4,1,45,65,4,61,31,0,1,0,10,0,70,0,3,0,2,0,2,0,4,2,353945570,1392812050,6,3,,,,,,,,,,,,,,,2019
317708,1,30,888,280,2,0,1,30000,0,0,206,2019,11,15,11,15,12,1,1,1,14,0,1,0,23,0,23,1,9,1,70,4,1,1,55,75,3,61,31,0,1,0,3,0,10,0,3,0,2,0,2,0,4,2,353928089,1393021917,6,3,,,,,,,,,,,,,,,2019
317720,1,30,889,257,2,0,1,30000,0,0,214,2019,11,4,11,25,12,1,1,1,14,0,7,0,23,0,23,2,9,1,70,5,3,1,75,55,4,61,31,0,1,0,5,0,50,0,3,0,2,0,2,0,4,2,354143426,1392756373,2,1,,,,,,,,,,,,,,,2019
317721,1,30,889,258,2,0,1,30000,0,0,210,2019,11,5,9,52,12,1,1,1,1,0,7,1,21,0,23,11,9,30,70,5,2,1,45,75,3,61,31,0,1,0,2,0,10,0,3,0,2,0,2,0,4,2,354207958,1393121966,3,3,,,,,,,,,,,,,,,2019
317723,1,30,889,260,2,0,1,20880,0,0,214,2019,11,10,1,36,22,1,1,1,1,0,7,9,22,0,23,17,9,30,70,4,3,1,65,25,3,61,1,0,1,0,3,0,10,0,3,0,1,0,1,0,4,2,354239795,1392817137,1,3,,,,,,,,,,,,,,,2019
317725,1,30,889,262,2,0,1,10560,0,0,210,2019,11,11,11,55,12,2,1,1,1,0,1,9,22,0,23,15,9,30,70,4,2,1,65,75,51,61,0,0,0,0,0,0,10,0,4,0,0,0,0,0,4,2,354154976,1393022657,2,3,,,,,,,,,,,,,,,2019
317728,1,30,889,265,2,0,1,30000,0,0,214,2019,11,14,10,50,12,1,1,1,14,0,7,0,23,0,23,3,9,1,70,5,3,1,55,55,3,61,31,0,1,0,2,0,40,0,3,0,2,0,2,0,4,2,354241451,1392559819,5,3,,,,,,,,,,,,,,,2019
317730,1,30,889,267,2,0,1,95000,0,0,210,2019,10,23,16,10,13,1,1,1,14,0,7,0,23,0,23,1,9,1,70,5,4,1,45,75,13,61,31,0,11,0,5,0,50,0,4,0,2,0,2,0,4,2,354207595,1393021209,4,3,,,,,,,,,,,,,,,2019
317732,1,30,889,269,2,0,1,10560,0,0,210,2019,11,18,8,14,12,1,1,1,1,0,1,9,22,0,23,14,9,30,70,1,2,1,25,1,14,61,31,0,11,0,3,0,10,0,3,0,2,0,2,0,4,2,354121399,1393002256,2,3,,,,,,,,,,,,,,,2019
317733,1,30,889,270,2,0,1,30000,0,0,210,2019,11,19,14,40,12,1,1,1,14,0,7,0,23,0,23,2,9,1,70,5,4,1,65,75,3,61,31,0,1,0,10,0,10,0,3,0,2,0,2,0,4,2,354202845,1393032116,3,3,,,,,,,,,,,,,,,2019
317738,1,30,889,275,2,0,1,30000,0,0,210,2019,11,24,13,0,12,1,1,1,14,0,7,0,23,0,23,3,9,1,70,5,3,1,25,1,51,61,0,0,0,0,0,0,10,0,3,0,0,0,0,0,4,2,354208347,1393019414,1,3,,,,,,,,,,,,,,,2019
317740,1,30,889,277,2,0,1,30000,0,0,214,2019,11,26,20,20,22,2,1,1,1,0,7,9,22,0,23,11,9,30,70,5,4,1,45,1,36,61,31,0,0,0,10,0,10,0,3,0,0,0,0,0,4,2,354258674,1392739591,3,3,,,,,,,,,,,,,,,2019
317742,1,30,889,279,2,0,1,30000,0,0,214,2019,11,29,10,50,12,1,1,1,1,0,7,9,22,0,23,14,9,30,70,5,2,1,55,75,4,61,31,0,1,0,2,0,20,0,3,0,2,0,2,0,4,2,354143498,1392809783,6,3,,,,,,,,,,,,,,,2019
317746,1,30,890,493,2,0,1,30000,0,0,229,2019,10,23,10,20,12,1,1,1,7,0,1,0,23,0,23,1,8,1,70,5,3,1,25,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,354336880,1393228084,4,3,,,,,,,,,,,,,,,2019
317747,1,30,890,494,2,0,1,30000,0,0,222,2019,11,6,15,10,12,1,1,1,7,0,7,0,23,0,23,2,9,1,70,5,4,1,55,75,4,61,31,0,1,0,3,0,10,0,3,0,2,0,2,0,4,2,354441441,1393014185,4,3,,,,,,,,,,,,,,,2019
317748,1,30,890,495,2,0,1,20000,0,0,229,2019,11,7,18,55,22,2,1,1,14,0,7,0,23,0,23,3,9,1,70,4,2,1,55,75,3,61,31,0,1,0,3,0,10,0,3,0,2,0,2,0,4,2,354420197,1393309257,5,3,,,,,,,,,,,,,,,2019
317749,1,30,890,496,2,0,1,10260,0,0,229,2019,11,9,10,45,12,1,1,1,14,0,7,0,23,0,23,3,9,1,70,4,2,1,55,75,31,61,31,0,0,0,3,0,10,0,3,0,0,0,0,0,4,2,354244329,1393154837,7,3,,,,,,,,,,,,,,,2019
317750,1,30,890,497,2,0,1,20000,0,0,229,2019,11,9,20,20,22,1,1,1,14,0,7,0,23,0,23,4,9,1,70,4,2,1,25,45,4,61,31,0,1,0,2,0,10,0,3,0,2,0,2,0,4,2,354451508,1393211220,7,3,,,,,,,,,,,,,,,2019
317751,1,30,890,498,2,0,1,20000,0,0,229,2019,11,11,17,50,22,2,1,2,7,0,1,0,23,0,23,3,9,1,70,4,2,1,55,55,4,61,31,0,1,0,2,0,50,0,3,0,2,0,2,0,4,2,354259456,1393202879,2,3,,,,,,,,,,,,,,,2019
317760,1,30,890,507,2,0,1,20000,0,0,229,2019,11,9,19,10,22,1,1,1,1,0,1,9,22,0,23,14,9,30,70,4,2,1,75,45,4,61,31,0,1,0,2,0,10,0,3,0,2,0,2,0,4,2,354357758,1393121954,7,3,,,,,,,,,,,,,,,2019
317761,1,30,890,508,2,0,1,95000,0,0,222,2019,11,16,8,0,12,1,1,1,14,0,7,0,23,0,23,4,9,1,70,4,2,1,55,25,3,61,31,0,1,0,3,0,40,0,3,0,2,0,2,0,4,2,354513540,1393001937,7,3,,,,,,,,,,,,,,,2019
317763,1,30,890,510,2,0,1,30000,0,0,229,2019,11,16,10,5,12,1,1,1,14,0,7,0,23,0,23,2,9,1,70,5,3,1,35,75,4,61,31,0,1,0,10,0,40,0,3,0,2,0,2,0,4,2,354500215,1393341523,7,3,,,,,,,,,,,,,,,2019
317787,1,30,890,534,2,0,1,95000,0,0,229,2019,11,27,16,10,13,2,1,1,1,0,1,9,22,0,23,15,9,30,70,4,1,1,75,65,4,61,31,0,1,0,3,0,10,0,3,0,2,0,2,0,4,2,354434859,1393356631,4,3,,,,,,,,,,,,,,,2019
317789,1,30,890,536,2,0,1,30000,0,0,222,2019,11,28,17,10,21,3,1,2,14,0,1,0,23,0,23,4,9,1,70,4,2,1,55,75,51,61,0,0,0,0,0,0,40,0,4,0,0,0,0,0,4,2,354539820,1393030340,5,3,,,,,,,,,,,,,,,2019
317796,1,30,890,543,2,0,1,20000,0,0,222,2019,11,29,16,20,13,1,1,1,7,0,1,0,23,0,23,3,9,1,70,4,2,1,75,75,14,61,31,0,11,0,2,0,10,0,3,0,2,0,2,0,4,2,354554405,1393208073,6,3,,,,,,,,,,,,,,,2019
